SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,6.07058 92.363 391.428 619.968 858.153 1059.61 1241.84 1400.52,1.21091 103.559 404.005 601.341 801.253 1000.78 1201.79 1400.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,accession,rep,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1608134164,0,20201216 09:56:03,09:56:03,1149,_1,1608134156,0.000653165,0.653165459,5.686027501,400.8485333,#DIV/0!,#DIV/0!,41.12905481,#DIV/0!,2.973493901,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.43679497,2.292932247,3.793934222,#DIV/0!,-28.80459672,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54033.41545,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134156,400.8485333,407.9858,22.34718333,21.58091667,401.0155333,22.08818333,500.0105667,102.505,0.09997767,27.99590667,29.28586667,999.9,0,0,10002.12467,0,596.6548333,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,4.951177226,2.831757736,0.205431286,0,-6.319356129,-3.762733548,0.281293366,0,0.886255516,0.914596016,0.069514178,0,0,3,0/3,100,100,-0.167,0.259,0.771853598,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.056007377,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,1041.8,1041.8,2,510.626,497.052,22.6469,36.604,30,36.4654,36.4798,19.0488,31.7243,63.5289,22.6494,407.791,21.4578,97.1449,101.569
2,1608134303,139,20201216 09:58:22,09:58:22,1149,_1,1608134295,0.001230083,1.230082809,-0.377228962,49.57993667,#DIV/0!,#DIV/0!,5.087190457,#DIV/0!,2.973339553,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.38359436,2.292855143,3.797149156,#DIV/0!,-54.24665189,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54026.30036,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134295,49.57993667,49.20045667,22.34624667,20.90317,49.57677333,22.05145667,500.0129667,102.5058333,0.099994733,28.01043667,29.21492667,999.9,0,0,10001.17,0,387.3342333,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,-0.374491019,-0.283824022,0.023097096,1,0.376813258,0.330767081,0.028220473,0,1.443366774,-0.19302629,0.019702897,1,2,3,2/3,100,100,0.003,0.2927,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,2,2,2,511.282,494.314,22.7663,36.5972,29.9999,36.5233,36.5494,5.02804,31.8,59.3604,22.783,49.3565,20.8089,97.1504,101.557
3,1608134377,213,20201216 09:59:36,09:59:36,1149,_1,1608134369,0.001360436,1.360435673,0.717215788,79.37742258,#DIV/0!,#DIV/0!,8.144607397,#DIV/0!,2.974012594,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.27815884,2.285217141,3.791119677,#DIV/0!,-59.99521316,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54050.9321,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134369,79.37742258,80.36763548,22.27174839,20.67563548,79.37903226,21.98013226,500.0159032,102.5060645,0.100030926,27.98317742,29.17319032,999.9,0,0,10004.95613,0,385.8805161,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,0.719527531,0.011353051,0.024051795,1,-0.992744742,0.000579871,0.029308338,1,1.594097742,-0.179975806,0.081596152,1,3,3,3/3,100,100,-0.002,0.2938,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,3.3,3.2,2,511.463,493.472,22.8809,36.5972,30,36.5435,36.5699,6.29713,32.3529,56.3013,22.8889,80.6085,20.3204,97.1558,101.554
4,1608134447,283,20201216 10:00:46,10:00:46,1149,_1,1608134439,0.001696149,1.696148602,1.491526762,99.47579032,#DIV/0!,#DIV/0!,10.20689628,#DIV/0!,2.973450316,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.34609244,2.249069066,3.78975089,#DIV/0!,-74.80015335,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54035.57506,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134439,99.47579032,101.4680968,21.91929032,19.92852258,99.4817,21.64261935,499.999129,102.506871,0.099966803,27.97698387,29.07277742,999.9,0,0,10001.69548,0,389.8134194,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,1.490659551,-0.188860489,0.019024178,1,-1.991972903,0.191828226,0.023055968,1,1.991479355,-0.040960161,0.011287811,1,3,3,3/3,100,100,-0.006,0.2758,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,4.4,4.4,2,511.761,492.04,23.0893,36.6006,30.0001,36.5591,36.5887,7.16032,33.0064,53.6466,23.0989,101.695,19.9438,97.1572,101.551
5,1608134562,398,20201216 10:02:41,10:02:41,1149,_1,1608134554,0.001833658,1.833657658,3.299141931,149.8488387,#DIV/0!,#DIV/0!,15.37498532,#DIV/0!,2.972844104,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.2704016,2.245236235,3.788123878,#DIV/0!,-80.8643027,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54019.04593,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134554,149.8488387,154.1373226,21.88269032,19.73055806,149.8693226,21.60758387,500.0247419,102.5032258,0.100073977,27.96961935,29.13734839,999.9,0,0,9998.62129,0,386.9289355,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,3.301531442,-0.009514069,0.018352783,1,-4.289496129,0.034347097,0.02699253,1,2.151640968,0.113815161,0.032614461,1,3,3,3/3,100,100,-0.021,0.2742,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,6.3,6.3,2,512.169,490.755,23.1915,36.6111,30.0001,36.5873,36.6186,9.29964,30.751,49.4792,23.2047,154.34,19.8006,97.1594,101.542
6,1608134641,477,20201216 10:04:00,10:04:00,1149,_1,1608134633,0.00182974,1.829739561,5.421065316,199.2000323,#DIV/0!,#DIV/0!,20.43809301,#DIV/0!,2.971396637,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.80290977,2.231325927,3.794584207,#DIV/0!,-80.69151465,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53971.32785,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134633,199.2000323,206.1423548,21.74763548,19.59980323,199.2393226,21.47819677,500.0242581,102.5008387,0.100013181,27.99884516,29.00654516,999.9,0,0,9990.667742,0,387.5704839,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,5.422890515,-0.067918917,0.032032487,1,-6.94396129,0.108689032,0.046993071,1,2.14865,-0.142876452,0.058350473,1,3,3,3/3,100,100,-0.04,0.2706,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,7.7,7.7,2,512.23,489.47,23.25,36.6177,30.0021,36.605,36.6382,11.394,30.9571,46.4064,23.2513,206.538,19.4395,97.1598,101.533
7,1608134727,563,20201216 10:05:26,10:05:26,1149,_1,1608134719,0.001984534,1.98453426,7.303752463,249.4213226,#DIV/0!,#DIV/0!,25.58918128,#DIV/0!,2.972828554,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.38898553,2.214044743,3.79188767,#DIV/0!,-87.51796089,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54015.33953,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134719,249.4213226,258.7792903,21.58060323,19.25068387,249.4847097,21.31817742,500.0276452,102.4942258,0.09997509,27.98665161,29.02306774,999.9,0,0,9999.41129,0,369.6072258,1608134182,09:56:21,1608134181,1608134182,1,-0.765,-0.093,-0.167,0.259,408,22,0.28,0.08,7.309210887,-0.177705313,0.028679629,1,-9.362922258,0.178622903,0.036017083,1,2.330438387,0.197832581,0.021576671,1,3,3,3/3,100,100,-0.063,0.2615,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,9.1,9.1,2,512.378,488.88,23.3831,36.6143,30,36.6138,36.6485,13.4634,29.2685,43.3621,23.3914,258.901,19.6229,97.1635,101.527
8,1608134834,670,20201216 10:07:13,10:07:13,1149,_1,1608134826,0.001947361,1.947361249,12.37859252,399.5835161,#DIV/0!,#DIV/0!,40.99363234,#DIV/0!,2.97364106,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.7718263,2.191696048,3.793710859,#DIV/0!,-85.8786311,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54037.60679,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134826,399.5835161,415.3706452,21.36345484,19.07668065,399.5345161,21.15445484,500.0298387,102.4909032,0.099996252,27.99489677,28.89613871,999.9,0,0,10004.33323,0,373.231129,1608134855,10:07:34,1608134852,1608134855,2,0.222,0.05,0.049,0.209,416,19,0.11,0.04,12.5350585,-0.058572789,0.061986924,1,-15.99644194,0.006909677,0.073381442,1,2.333644194,-0.043546935,0.008544184,1,3,3,3/3,100,100,0.049,0.209,0.006743673,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.148864795,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,10.9,10.9,2,512.56,487.928,23.4183,36.5618,29.9998,36.5919,36.6314,19.4276,28.0924,39.9638,23.4191,415.62,19.1622,97.1791,101.531
9,1608134976,812,20201216 10:09:35,10:09:35,1149,_1,1608134968,0.001955435,1.955434553,15.18542404,499.8153667,#DIV/0!,#DIV/0!,51.2766133,#DIV/0!,2.9722865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.60899799,2.224114054,3.79483378,#DIV/0!,-86.2346638,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53996.9935,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608134968,499.8153667,519.2094333,21.67940333,19.38390333,499.8373667,21.36527,500.0327333,102.4910667,0.10004342,27.99997333,28.90324,999.9,0,0,9996.653,0,372.3535,1608134855,10:07:34,1608134852,1608134855,2,0.222,0.05,0.049,0.209,416,19,0.11,0.04,15.19343967,-0.623482149,0.056120273,0,-19.39388387,0.192145161,0.044764712,1,2.284532903,1.14845371,0.091867128,0,1,3,1/3,100,100,-0.022,0.3134,0.228454011,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.099202689,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,2.1,2,2,512.521,487.763,23.487,36.4443,30.0011,36.5162,36.5596,23.2271,25.3319,37.3099,23.4601,519.13,19.1761,97.2076,101.547
10,1608135096,932.5,20201216 10:11:36,10:11:36,1149,_1,1608135088,0.002017493,2.017493082,17.30177078,599.8886,#DIV/0!,#DIV/0!,61.54487605,#DIV/0!,2.972385414,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.1042516,2.204880501,3.79469736,#DIV/0!,-88.9714449,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,54000.06258,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608135088,599.8886,622.1011,21.49135333,19.1226,600.0058333,21.18506667,500.0439,102.4938333,0.10000834,27.99935667,28.89805,999.9,0,0,9996.942667,0,382.3987,1608134855,10:07:34,1608134852,1608134855,2,0.222,0.05,0.049,0.209,416,19,0.11,0.04,17.30897637,-0.719620834,0.057662489,0,-22.21756774,0.936556452,0.075315677,0,2.368572258,-0.140036129,0.026926497,1,1,3,1/3,100,100,-0.117,0.3055,0.228454011,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.099202689,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,4.1,4,2,512.406,487.274,23.5236,36.3212,29.9996,36.416,36.4631,26.8959,23.5955,34.6875,23.5298,622.156,19.2024,97.2358,101.566
