SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,6.07058 92.363 391.428 619.968 858.153 1059.61 1241.84 1400.52,1.21091 103.559 404.005 601.341 801.253 1000.78 1201.79 1400.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,accession,rep,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1608146571,0,20201216 13:22:50,13:22:50,1149,_1,1608146563,0.00052129,0.521290225,4.01058067,401.6153667,#DIV/0!,#DIV/0!,41.05923125,#DIV/0!,2.965817989,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.11274746,2.242332693,3.793314961,#DIV/0!,-22.98889894,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53801.24001,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608146563,401.6153667,406.6790333,21.93307667,21.32128,401.2125,21.61694333,500.0256667,102.1351667,0.10004308,27.99310667,29.07006667,999.9,0,0,9994.817667,0,501.1673333,1608146328,13:18:47,1608146328,1608146320,18,-0.595,-0.025,-0.731,0.289,1421,21,0.1,0.14,3.94940803,3.124761016,0.234132483,0,-5.034525667,-3.790089878,0.27475001,0,0.6092409,0.389545922,0.032966152,0,0,3,0/3,100,100,0.403,0.3157,0.57134236,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.108264916,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,4,4.2,2,509.498,476.133,23.1204,34.8562,30,34.8605,34.8948,19.3344,18.6704,38.8528,23.123,406.259,21.2872,97.7055,101.639
2,1608146691,120.5,20201216 13:24:51,13:24:51,1149,_1,1608146683,0.000801196,0.80119595,-0.607387401,49.58260667,#DIV/0!,#DIV/0!,5.068673425,#DIV/0!,2.966329488,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.2327991,2.24750761,3.794363332,#DIV/0!,-35.33274139,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53815.1674,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608146683,49.58260667,48.90144667,21.98549333,21.04524333,49.01476,21.66715333,500.0252667,102.1268333,0.100011227,27.99784667,29.04930333,999.9,0,0,9998.529667,0,456.7366,1608146328,13:18:47,1608146328,1608146320,18,-0.595,-0.025,-0.731,0.289,1421,21,0.1,0.14,-0.602293386,-0.39421735,0.0311591,1,0.6811456,0.429673468,0.033468343,0,0.9402483,0.227255199,0.018923218,0,1,3,1/3,100,100,0.568,0.3183,0.57134236,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.108264916,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,6.1,6.2,2,509.675,474.885,23.0981,34.8532,30.0001,34.8573,34.8917,5.04065,19.5192,38.4815,23.0995,49.0988,20.9297,97.7085,101.637
3,1608146774,203,20201216 13:26:13,13:26:13,1149,_1,1608146766,0.001157732,1.15773172,0.192653103,79.62251667,#DIV/0!,#DIV/0!,8.139515895,#DIV/0!,2.965549154,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.09584272,2.240755005,3.791730352,#DIV/0!,-51.05596886,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53794.47178,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608146766,79.62251667,79.9643,21.91955333,20.5608,79.05947333,21.60399,500.0266333,102.1263,0.10000778,27.98594,28.98904667,999.9,0,0,9994.163333,0,445.8504667,1608146328,13:18:47,1608146328,1608146320,18,-0.595,-0.025,-0.731,0.289,1421,21,0.1,0.14,0.199309147,-0.191045356,0.020142962,1,-0.344789667,0.179676547,0.019719142,1,1.358789667,-0.083493571,0.011052159,1,3,3,3/3,100,100,0.563,0.3142,0.57134236,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.108264916,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,7.4,7.6,2,509.893,474.311,23.1479,34.8562,29.9999,34.8573,34.8917,6.32448,20.9897,37.7402,23.151,80.1701,20.4067,97.7072,101.636
4,1608146842,271,20201216 13:27:21,13:27:21,1149,_1,1608146834,0.001324935,1.324935494,0.97453842,99.44424516,#DIV/0!,#DIV/0!,10.16575945,#DIV/0!,2.967426044,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.68033744,2.22691309,3.794990259,#DIV/0!,-58.42965527,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53846.7011,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608146834,99.44424516,100.7717419,21.78427419,20.22905484,98.88539677,21.4744129,500.0218387,102.1257742,0.099944687,28.00068065,28.95766129,999.9,0,0,10004.84484,0,440.1263548,1608146328,13:18:47,1608146328,1608146320,18,-0.595,-0.025,-0.731,0.289,1421,21,0.1,0.14,0.978602436,-0.20781027,0.019275604,1,-1.328217,0.169944828,0.016482882,1,1.555228667,0.089924449,0.016068756,1,3,3,3/3,100,100,0.559,0.3091,0.57134236,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.108264916,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,8.6,8.7,2,510.154,474.102,23.1595,34.8531,29.9999,34.8541,34.8885,7.19802,20.9897,36.9954,23.1635,100.971,20.2855,97.7079,101.636
5,1608146954,383,20201216 13:29:13,13:29:13,1149,_1,1608146946,0.001695925,1.695925396,2.917653024,149.5260645,#DIV/0!,#DIV/0!,15.28548344,#DIV/0!,2.964448417,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.00706229,2.199783142,3.792267795,#DIV/0!,-74.79030998,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53761.86172,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608146946,149.5260645,153.3312581,21.51877742,19.5276129,149.2460645,21.27177742,500.0383871,102.1261613,0.100052529,27.98837097,28.85929677,999.9,0,0,9987.946452,0,465.0893548,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,2.690734419,-0.005651507,0.017707449,1,-3.541368667,-0.025806808,0.020789928,1,2.045477333,0.177668343,0.018528848,1,3,3,3/3,100,100,0.28,0.247,0.57134236,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.108264916,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,10.4,10.6,2,510.181,473.837,23.2242,34.8499,29.9998,34.8509,34.8853,9.36714,22.4645,35.4944,23.2264,153.5,19.5954,97.7097,101.635
6,1608147047,476,20201216 13:30:46,13:30:46,1149,_1,1608147039,0.001871708,1.871707548,5.115176568,198.6894,#DIV/0!,#DIV/0!,20.31080678,#DIV/0!,2.965918948,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.68652814,2.189544772,3.795591176,#DIV/0!,-82.54230287,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53802.11018,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147039,198.6894,205.2733667,21.41910667,19.22133667,198.4269667,21.09415,500.0388333,102.1239,0.100007187,28.00339667,28.83908333,999.9,0,0,9996.492,0,490.9943,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,5.128246025,-0.27796164,0.041333792,1,-6.587845333,0.123971346,0.026769974,1,2.196765667,-0.062216062,0.017120085,1,3,3,3/3,100,100,0.262,0.3249,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,1.2,1.1,2,510.261,473.826,23.1776,34.834,29.9996,34.8414,34.8765,11.5039,22.375,34.3717,23.1763,205.809,19.3059,97.7134,101.638
7,1608147138,567,20201216 13:32:17,13:32:17,1149,_1,1608147130,0.001988745,1.988745306,6.966315729,249.5090968,#DIV/0!,#DIV/0!,25.50520072,#DIV/0!,2.965004657,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.75392483,2.191876176,3.795198652,#DIV/0!,-87.70366801,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53775.65155,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147130,249.5090968,258.4633871,21.4424129,19.10728387,249.271,21.11647742,500.0413548,102.1215161,0.100010258,28.00162258,28.8483,999.9,0,0,9991.549032,0,442.7834516,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,6.970990024,-0.191955303,0.020986873,1,-8.955794667,0.152272125,0.017036365,1,2.335775,0.18146109,0.033387416,1,3,3,3/3,100,100,0.238,0.3254,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,2.7,2.7,2,510.345,473.617,23.12,34.8398,30.0001,34.8414,34.8757,13.6227,20.9406,33.2515,23.1177,258.594,19.2029,97.7157,101.637
8,1608147241,670,20201216 13:34:00,13:34:00,1149,_1,1608147233,0.001996704,1.996703877,12.25375467,399.2348065,#DIV/0!,#DIV/0!,40.8092994,#DIV/0!,2.965847531,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.68065395,2.188504324,3.794173911,#DIV/0!,-88.05464097,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53801.05738,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147233,399.2348065,414.8943871,21.41,19.06548065,399.0933548,21.08542258,500.0481935,102.1187742,0.100017213,27.99699032,28.85939032,999.9,0,0,9996.589355,0,424.0638387,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,12.25306892,-0.164010587,0.017662953,1,-15.65882667,0.091920801,0.024045012,1,2.345969,0.182280133,0.037297102,1,3,3,3/3,100,100,0.141,0.3233,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,4.4,4.4,2,510.235,473.829,23.1444,34.874,30.0003,34.8605,34.8965,19.6768,18.9009,32.1353,23.1363,415.177,19.1722,97.7089,101.628
9,1608147361,790.5999999,20201216 13:36:01,13:36:01,1149,_1,1608147353,0.00176183,1.761829583,14.5098675,499.9194839,#DIV/0!,#DIV/0!,51.10244778,#DIV/0!,2.965692192,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.49936198,2.180863623,3.792848387,#DIV/0!,-77.69668463,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53797.64246,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147353,499.9194839,518.3866452,21.33471613,19.26580645,499.8618387,21.01326452,500.0435161,102.1213226,0.100033919,27.99099677,28.90528065,999.9,0,0,9995.460323,0,425.6764516,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,14.51507203,-1.099080162,0.087597924,0,-18.46710323,1.390226197,0.110002822,0,2.068920645,-0.308150951,0.025799956,0,0,3,0/3,100,100,0.057,0.3211,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,6.4,6.4,2,509.938,474.019,23.1028,34.931,30,34.9019,34.9336,23.508,15.5115,31.3914,23.1119,518.47,19.3991,97.6972,101.616
10,1608147482,911.0999999,20201216 13:38:01,13:38:01,1149,_1,1608147474,0.00136064,1.360639822,15.79476144,599.9972333,#DIV/0!,#DIV/0!,61.33003252,#DIV/0!,2.965962352,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.98095623,2.202729043,3.799056079,#DIV/0!,-60.00421613,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53800.43713,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147474,599.9972333,619.9292,21.54949667,19.95202667,600.0348333,21.21911333,500.0352,102.1172,0.099992203,28.01905,28.98585667,999.9,0,0,9997.393667,0,523.7188,1608146978,13:29:37,1608146975,1608146978,19,-0.263,0.032,0.28,0.247,153,19,0.3,0.05,15.80951951,-0.651934648,0.059431719,0,-19.94453548,0.875162903,0.077367883,0,1.598627419,-0.05787871,0.009312641,1,1,3,1/3,100,100,-0.038,0.3311,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,8.5,8.4,2,509.792,475.419,23.0463,34.955,30.0002,34.9273,34.9617,27.1829,11.7274,31.3914,23.0368,619.774,20.0354,97.6943,101.612
11,1608147594,1023.1,20201216 13:39:53,13:39:53,1149,_1,1608147586,0.001160243,1.16024342,16.85537178,700.1839355,#DIV/0!,#DIV/0!,71.56814008,#DIV/0!,2.965710047,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.25385553,2.211688668,3.79663912,#DIV/0!,-51.1667348,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53794.93,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147586,700.1839355,721.3835161,21.63796452,20.27590968,699.9909355,21.37096452,500.0407097,102.1133226,0.100019442,28.00813226,29.01270645,999.9,0,0,9996.344516,0,537.7863226,1608147622,13:40:21,1608147622,1608147617,20,0.359,-0.012,0.193,0.267,721,20,0.06,0.06,17.09785959,-0.099415554,0.038897257,1,-21.53948065,0.116419355,0.045726095,1,1.4321,0.001107581,0.000478526,1,3,3,3/3,100,100,0.193,0.267,0.308076644,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.076597485,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,10.3,10.3,2,509.695,475.836,22.9625,34.9824,30.0004,34.9528,34.9872,30.7387,9.9249,32.1412,22.9585,721.334,20.2295,97.6932,101.607
12,1608147735,1164.1,20201216 13:42:14,13:42:14,1149,_1,1608147727,0.001110374,1.110374442,17.92932094,799.7857333,#DIV/0!,#DIV/0!,81.74374356,#DIV/0!,2.966232918,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.63453333,2.223385677,3.791938898,#DIV/0!,-48.9675129,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53813.87938,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147727,799.7857333,822.3654333,21.75374,20.45034333,799.6819333,21.42657333,500.0256667,102.1071,0.099953907,27.98688333,28.99617667,999.9,0,0,9999.915,0,486.0915667,1608147622,13:40:21,1608147622,1608147617,20,0.359,-0.012,0.193,0.267,721,20,0.06,0.06,17.92500871,-0.104687211,0.025955585,1,-22.57764839,0.134356452,0.03432315,1,1.304516452,-0.091676129,0.006918146,1,3,3,3/3,100,100,0.103,0.327,0.666911502,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.088860777,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,1.9,2,2,509.79,475.65,23.0676,35.0408,30.0001,35.0042,35.0382,34.2112,11.8679,33.2881,23.0774,822.496,20.4374,97.682,101.595
13,1608147855,1284.6,20201216 13:44:15,13:44:15,1149,_1,1608147847,0.000979895,0.979895148,18.9223819,899.9521,#DIV/0!,#DIV/0!,91.98165066,#DIV/0!,2.966443473,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.33478099,2.211611753,3.791240346,#DIV/0!,-43.21337604,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53820.60381,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147847,899.9521,923.7154667,21.63849667,20.48815,899.9668667,21.31614,500.0362333,102.1072667,0.1000071,27.98372333,28.96223333,999.9,0,0,10001.09133,0,467.1512,1608147622,13:40:21,1608147622,1608147617,20,0.359,-0.012,0.193,0.267,721,20,0.06,0.06,18.92703723,-0.56105401,0.05043624,0,-23.76755484,1.114945161,0.092467082,0,1.152100645,-0.48453629,0.037965704,0,0,3,0/3,100,100,-0.015,0.3232,0.666911502,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.088860777,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,3.9,4,2,509.69,475.548,23.1111,35.0735,30,35.0406,35.0734,37.5941,12.4721,34.0418,23.1233,923.51,20.571,97.6758,101.589
14,1608147976,1405.1,20201216 13:46:15,13:46:15,1149,_1,1608147968,0.000825852,0.825852395,21.52402281,1199.756667,#DIV/0!,#DIV/0!,122.6183088,#DIV/0!,2.965931283,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.04432337,2.202938569,3.795269617,#DIV/0!,-36.42009061,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53802.27319,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608147968,1199.756667,1226.772667,21.55461333,20.58501667,1200.138,21.23577333,500.0335667,102.1026333,0.10001512,28.00194333,28.95589,999.9,0,0,9998.644,0,457.4617,1608147622,13:40:21,1608147622,1608147617,20,0.359,-0.012,0.193,0.267,721,20,0.06,0.06,21.5667472,-2.321193169,0.171280472,0,-27.05438065,2.977519355,0.226644784,0,0.971475355,-0.110156516,0.010707647,1,1,3,1/3,100,100,-0.38,0.3195,0.666911502,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.088860777,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,5.9,6,2,509.875,476.184,23.1444,35.067,30,35.052,35.0863,47.3767,13.0283,34.0418,23.1447,1226.68,20.6875,97.6783,101.589
15,1608148096,1525.6,20201216 13:48:16,13:48:16,1149,_1,1608148088,0.000696496,0.696496073,20.46139997,1400.055333,#DIV/0!,#DIV/0!,143.0900714,#DIV/0!,2.965388046,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,58.1515448,2.207362607,3.795879567,#DIV/0!,-30.71547683,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,0,53785.91279,0,#DIV/0!,#DIV/0!,#DIV/0!,6,0.5,0: Broadleaf,2,1608148088,1400.055333,1425.778,21.59779333,20.78008667,1400.667333,21.27715333,500.0228,102.1031333,0.100021063,28.0047,28.98181333,999.9,0,0,9995.518667,0,438.0790333,1608147622,13:40:21,1608147622,1608147617,20,0.359,-0.012,0.193,0.267,721,20,0.06,0.06,20.46815187,0.062706681,0.058894367,1,-25.72655806,0.295412903,0.075009302,0,0.818419806,-0.16607729,0.012404631,1,2,3,2/3,100,100,-0.62,0.32,0.666911502,-1.60437E-05,-1.15306E-06,3.65813E-10,-0.088860777,-0.01485855,0.002062025,-2.15789E-05,18,2225,1,25,7.9,8,2,509.657,476.686,23.0817,35.0574,30.0002,35.052,35.0863,53.5264,13.8952,34.4144,23.0806,1425.49,20.7895,97.6787,101.589
